Kepler_ID,RA (J2000),Dec (J2000),Teff,kepmag
5023893,295.2319905,40.13553,6276,15.821
5023894,295.232022,40.126981,,19.123
5023895,295.2320685,40.178478,,
5023896,295.2320715,40.120878,,18.755
5023897,295.23234,40.12335,5951,16.246
5023898,295.232391,40.181369,,18.66
5023899,295.23294,40.16798,6297,15.123
5023900,295.23327,40.15169,5212,13.621
5023901,295.23357,40.18382,4844,17.886
5023903,295.2336135,40.148258,,17.993
5023904,295.233855,40.178022,,18.403
5023905,295.234044,40.148675,,18.096
5023907,295.2342495,40.142989,,18.477
5023908,295.23432,40.166906,,17.478
5023909,295.2346905,40.19382,5492,17.498
5023910,295.2347115,40.137744,,18.736
5023911,295.2348105,40.132904,,
5023912,295.23489,40.16394,6220,15.869
5023913,295.2352095,40.12797,6188,15.274
5023914,295.2353415,40.143278,,18.892
5023915,295.2353865,40.159519,,
5023916,295.2356595,40.19968,5411,16.766
5023917,295.23591,40.18368,6549,16.456
5023918,295.236,40.11497,6621,17.298
5023919,295.2360555,40.16035,,18.967
5023920,295.2361275,40.135247,,18.487
5023921,295.236147,40.189636,,18.08
5023922,295.2362205,40.17111,6294,16.152
5023923,295.236375,40.119253,,16.121
5023924,295.2367605,40.11716,4859,17.244
5023925,295.23681,40.13933,5931,18.145
5023927,295.23735,40.19694,5829,17.672
5023928,295.2375495,40.17374,5681,17.465
5023930,295.23762,40.17587,6237,15.731
5023931,295.23768,40.16856,4771,12.969
5023932,295.2378915,40.197714,,18.415
5023933,295.2379095,40.15988,6192,15.636
5023934,295.2381555,40.166392,,18.03
5023935,295.2385665,40.122872,,19.043
5023936,295.23861,40.18038,6320,15.389
5023937,295.2387495,40.149825,,18.54
5023938,295.238964,40.143525,,18.329
5023939,295.2389775,40.144028,,17.92
5023940,295.2394185,40.193722,,
5023941,295.2396,40.143719,,18.252
5023942,295.23966,40.1097,6523,15.215
5023943,295.2399,40.11599,5835,18.259
5023944,295.2403605,40.14915,5900,17.593
5023945,295.2403605,40.17936,6304,16.11
5023946,295.24044,40.12748,5081,16.636
5023947,295.24062,40.19869,5960,16.005
5023948,295.24098,40.1576,6174,15.048
5023949,295.2409905,40.1851,5909,16.344
5023950,295.2409995,40.147494,,18.881
5023951,295.241139,40.16151,5081,14.665
5023952,295.2415215,40.150056,,17.79
5023953,295.24155,40.13818,4841,12.612
5023954,295.2417285,40.1503,,18.511
5023955,295.24182,40.17164,4794,16.829
5023956,295.2418305,40.15521,6128,14.605
5023957,295.241853,40.163692,,20.19
5023958,295.2419205,40.17479,6310,15.497
5023959,295.2423,40.12889,6351,15.461
5023960,295.242597,40.193636,,18.43
5023961,295.2426855,40.195256,,18.833
5023962,295.24293,40.11161,5119,18.079
5023963,295.2430215,40.18887,,13.784
5023964,295.2431805,40.1415,5628,17.574
5023965,295.2431805,40.172325,,18.804
5023966,295.24374,40.18226,5828,17.152
5023967,295.2440505,40.148578,,16.696
5023968,295.2442365,40.152925,,18.639
5023969,295.244283,40.161339,,18.81
5023970,295.2445575,40.196529,,
5023971,295.2446205,40.17699,5970,15.537
5023972,295.2446355,40.136706,,18.443
5023973,295.2446895,40.144844,,17.216
5023974,295.2451275,40.159194,,17.97
5023975,295.2451275,40.180819,,17.874
5023976,295.24554,40.10358,6212,13.992
5023977,295.245939,40.161017,,18.58
5023978,295.246089,40.188861,,17.83
5023979,295.2466695,40.17882,6266,17.254
5023980,295.2467595,40.10551,6270,15.837
5023981,295.247028,40.146694,,18.925
5023982,295.247175,40.114578,,18.516
5023983,295.247178,40.193197,,16.848
5023984,295.2476385,40.101475,,18.465
5023985,295.2477195,40.11824,6009,13.495
5023986,295.2477465,40.171275,,17.96
5023987,295.247919,40.114456,,18.282
5023988,295.2482505,40.14503,5259,17.944
5023989,295.248264,40.140583,,17.582
5023990,295.2485505,40.193225,,16.223
5023991,295.249167,40.110389,,18.795
5023992,295.2491715,40.103914,,16.752
5023993,295.24953,40.17736,5375,18.074
5023994,295.2498495,40.116361,,17.759
5023995,295.2498975,40.144481,,17.265
5023996,295.2503145,40.129289,,17.399
5023997,295.2503595,40.15664,5476,17.432
5023998,295.2505755,40.112408,,18.947
5023999,295.25076,40.18164,6303,15.543
5024000,295.2510105,40.14544,6324,15.502
5024001,295.2510975,40.136478,,17.898
5024002,295.25112,40.1419,5270,18.095
5024003,295.2512505,40.16317,5533,14.512
5024004,295.251255,40.133606,,19.023
5024005,295.2513,40.19204,5573,17.099
5024006,295.25172,40.19608,5689,17.541
5024007,295.2517995,40.16048,5665,17.063
5024008,295.25214,40.17483,5543,17.148
5024009,295.252578,40.178978,,19.88
5024010,295.2528,40.14711,5006,18.404
5024011,295.2529605,40.183672,,18.47
5024012,295.2529905,40.11844,5116,18.488
5024013,295.25322,40.151708,,18.534
5024014,295.2532395,40.13546,5059,18.077
5024015,295.25334,40.19708,5677,16.147
5024016,295.2534405,40.18661,6016,15.069
5024017,295.253457,40.187743,,12.77
5024018,295.25355,40.196986,,14.733
5024019,295.2537105,40.173036,,18.209
5024020,295.254255,40.167668,,14.409
5024021,295.2545415,40.183914,,
5024022,295.254684,40.138761,,18.592
5024023,295.254756,40.192531,,18.646
5024024,295.2547605,40.159708,,18.19
5024025,295.2549645,40.170008,,17.909
5024026,295.25529,40.17089,6317,15.464
5024027,295.2556785,40.188258,,16.931
5024028,295.255695,40.117594,,17.608
5024029,295.255758,40.165289,,17.6
5024030,295.25586,40.19659,5540,15.83
5024031,295.25598,40.12289,5319,17.541
5024032,295.25619,40.12049,5396,14.055
5024033,295.25622,40.16469,6700,16.45
5024034,295.2562215,40.107513,,
5024035,295.2568695,40.13103,4725,15.032
5024036,295.2572775,40.151008,,19.292
5024037,295.257345,40.103886,,18.542
5024038,295.25802,40.18109,6539,15.74
5024039,295.25808,40.18668,5405,17.456
5024040,295.2581895,40.10598,6154,17.182
5024041,295.2582195,40.13065,5951,15.948
5024042,295.25838,40.14459,4670,14.278
5024043,295.25847,40.1078,4802,12.791
5024044,295.2584835,40.142411,,16.18
5024045,295.2585,40.14765,6031,17.036
5024046,295.25871,40.19977,6330,15.311
5024047,295.258917,40.134297,,18.912
5024048,295.2591,40.12857,6218,15.371
5024049,295.259172,40.18663,,
5024050,295.2591975,40.155903,,18.594
5024051,295.259334,40.175492,,18.412
5024052,295.259481,40.147756,,18.393
5024053,295.2595035,40.156436,,18.59
5024054,295.2595395,40.15145,,18.326
5024055,295.25958,40.10261,6049,15.719
5024056,295.2600225,40.186722,,16.33
5024057,295.260261,40.169517,,18.249
5024058,295.260345,40.190578,,16.986
5024059,295.2604695,40.19805,5437,18.014
5024060,295.26051,40.1719,6101,14.88
5024061,295.2607005,40.19311,5789,17.847
5024062,295.2612495,40.128039,,18.506
5024063,295.2614715,40.103583,,17.707
5024064,295.261572,40.119994,,18.678
5024065,295.2618195,40.1665,6140,15.819
5024066,295.26189,40.14181,5773,17.086
5024067,295.2618945,40.101031,,18.48
5024068,295.26207,40.17893,6273,15.233
5024069,295.2622275,40.190822,,17.902
5024070,295.26255,40.16138,4000,13.651
5024071,295.2627195,40.10415,,17.68
5024072,295.26294,40.17548,6271,15.634
5024073,295.2632865,40.132825,,18.943
5024074,295.2633,40.17969,6266,17.14
5024075,295.2633,40.188931,,16.518
5024076,295.2637305,40.12662,6167,15.109
5024077,295.2637305,40.18132,8059,14.138
5024078,295.263828,40.176236,,13.261
5024079,295.26393,40.19566,4900,15.219
5024080,295.264236,40.156603,,18.346
5024081,295.2642855,40.154644,,18.828
5024082,295.2645,40.11381,6325,15.901
5024083,295.2645705,40.17663,6250,15.724
5024084,295.2646305,40.14516,6390,14.718
5024085,295.264731,40.115436,,17.72
5024086,295.264842,40.129069,,19.175
5024087,295.2650805,40.11606,5317,17.584
5024088,295.2654195,40.139464,,18.269
5024089,295.265511,40.100634,,14.356
5024090,295.265811,40.185442,,18.333
5024091,295.265907,40.14579,,
5024092,295.266081,40.122628,,17.075
5024093,295.2663525,40.117403,,18.85
5024094,295.26669,40.14071,6270,18.066
5024095,295.267239,40.171553,,15.88
5024096,295.2672705,40.18986,5808,17.385
5024097,295.26729,40.17316,6220,15.11
5024098,295.267305,40.110617,,15.748
5024099,295.2675615,40.157983,,18.838
5024100,295.26762,40.16557,4866,13.654
5024101,295.26795,40.19184,6265,15.146
5024102,295.268253,40.141056,,18.3
5024103,295.26879,40.1467,5516,17.635
5024104,295.2690015,40.197029,,
5024105,295.269459,40.12377,5358,17.856
5024106,295.2695895,40.12495,6053,17.078
5024107,295.26987,40.17959,5954,16.358
5024108,295.2699195,40.165583,,14.246
5024109,295.2699495,40.104614,,17.341
5024110,295.2699915,40.152475,,18.101
5024111,295.2700035,40.115839,,19.014
5024112,295.27026,40.18307,5877,16.654
5024113,295.270461,40.148022,,18.62
5024114,295.27068,40.16565,6270,15.726
5024115,295.2709395,40.10221,5302,17.591
5024116,295.271928,40.185982,,
5024117,295.27203,40.170739,,17.929
5024118,295.27233,40.13003,5785,16.833
5024119,295.2724005,40.163208,,18.041
5024120,295.27245,40.12813,5026,17.101
5024121,295.27284,40.15039,5471,16.774
5024122,295.27296,40.14121,6247,15.692
5024123,295.2731175,40.113924,,12.725
5024124,295.2733455,40.184238,,
5024125,295.2736005,40.199433,,17.91
5024126,295.27374,40.13366,5022,15.626
5024127,295.2738105,40.184036,,16.735
5024128,295.2738405,40.16657,6491,16.49
5024129,295.2740205,40.10495,4984,18.262
5024130,295.2741645,40.180817,,
5024131,295.2741975,40.189847,,17.969
5024132,295.2742005,40.15624,5775,15.74
5024133,295.2744105,40.117458,,18.75
5024134,295.2745245,40.183328,,16.345
5024135,295.2745305,40.12552,5921,15.929
5024136,295.2747555,40.192636,,18.574
5024137,295.27479,40.14713,6242,16.408
5024138,295.27488,40.19508,6170,14.964
5024139,295.2750195,40.115042,,18.447
5024140,295.2750285,40.166369,,14.91
5024141,295.275405,40.15675,,18.357
5024142,295.2758715,40.114433,,19.84
5024143,295.2759105,40.18147,5036,13.731
5024144,295.2760305,40.16594,6263,15.739
5024145,295.276266,40.178178,,15.836
5024146,295.2768,40.13003,5860,14.845
5024147,295.2770715,40.19695,,16.768
5024148,295.2771945,40.107456,,18.884
5024149,295.2772605,40.16637,5147,14.83
5024150,295.277433,40.172111,,13.17
5024151,295.27764,40.17512,7333,14.286
5024152,295.277706,40.101608,,19.306
5024153,295.2777405,40.17814,5151,16.646
5024154,295.277769,40.183647,,18.026
5024155,295.27782,40.1742,5984,15.05
5024156,295.2778695,40.12246,5050,15.777
5024157,295.2785505,40.16295,6231,14.599
5024158,295.2786555,40.141842,,18.921
5024159,295.2788295,40.13608,5363,17.745
5024160,295.2790395,40.1933,5208,17.615
5024161,295.279041,40.175306,,12.172
5024162,295.2792465,40.196353,,17.05
5024163,295.27932,40.18292,6217,16.13
5024164,295.2795495,40.16624,6538,15.871
5024165,295.279659,40.18474,6433,16.29
5024166,295.27986,40.18829,6413,15.988
5024167,295.27995,40.17632,5116,16.041
5024168,295.2800715,40.116147,,19.053
5024169,295.2801555,40.184408,,14.51
5024170,295.280169,40.106919,,18.54
5024171,295.28025,40.18128,6044,16.123
5024172,295.280286,40.111142,,19.96
5024173,295.280289,40.19812,6059,14.672
5024174,295.280316,40.105067,,18.578
5024175,295.2807795,40.15071,5545,17.363
5024176,295.2810255,40.106323,,
5024177,295.2811095,40.13286,6037,14.964
5024178,295.281231,40.127611,,18.704
5024179,295.2812355,40.184664,,16.66
5024180,295.28133,40.10333,5944,17.475
5024181,295.281339,40.129436,,18.484
5024182,295.2815895,40.14724,5548,17.57
5024183,295.28184,40.17504,6518,15.261
5024184,295.2819405,40.16635,6475,16.208
5024185,295.2826905,40.18596,6062,14.732
5024186,295.2827805,40.1924,5162,16.958
5024187,295.282881,40.197685,,
5024188,295.2830055,40.133231,,15.35
5024189,295.2830505,40.15284,6198,17.637
5024190,295.283367,40.113747,,19.611
5024191,295.283592,40.158875,,17.661
5024192,295.28373,40.15719,6516,16.252
5024193,295.284036,40.121372,,19.105
5024194,295.2840705,40.12713,6391,17.734
5024195,295.2844305,40.102153,,18.639
5024196,295.28448,40.17726,4597,13.353
5024197,295.284531,40.172178,,17.88
5024198,295.2845775,40.16205,,16.658
5024199,295.28481,40.17891,6120,15.66
5024200,295.2848745,40.146811,,18.28
5024201,295.2850605,40.19576,6224,15.329
5024202,295.2851895,40.16454,6218,15.217
5024203,295.28565,40.13109,5262,16.976
5024204,295.2857835,40.173156,,18.301
5024205,295.285872,40.109494,,18.707
5024206,295.285911,40.135506,,18.329
5024207,295.286031,40.108506,,19.293
5024208,295.286091,40.112942,,18.956
5024209,295.2861225,40.16605,,17.414
5024210,295.2863895,40.102947,,19.12
5024211,295.2865275,40.138469,,18.541
5024212,295.28673,40.14678,4930,14.253
5024213,295.28703,40.13707,5406,17.572
5024214,295.28703,40.17477,6245,16.425
5024215,295.28712,40.15919,6700,13.48
5024216,295.28751,40.17927,5383,18.086
5024217,295.28775,40.12451,6064,16.708
5024218,295.2877995,40.12719,6306,15.157
5024219,295.2882615,40.114308,,16.88
5024220,295.28844,40.15385,6077,15.758
5024221,295.2886095,40.176,4964,18.299
5024222,295.2889215,40.144228,,18.448
5024223,295.2889695,40.17856,5519,17.224
5024224,295.2891495,40.12476,5647,17.051
5024225,295.28916,40.19979,6132,16.418
5024226,295.2893145,40.10925,,18.636
5024227,295.2895605,40.1949,6212,15.195
5024228,295.2902085,40.102469,,19.149
5024229,295.29033,40.18408,6187,16.33
5024230,295.29036,40.16469,5867,15.677
5024231,295.29039,40.18261,6059,15.155
5024232,295.2904995,40.149711,,18.143
5024233,295.2906315,40.177193,,
5024234,295.2906495,40.11238,6544,16.313
5024235,295.29066,40.14475,5418,17.972
5024236,295.2910095,40.1664,6254,15.392
5024237,295.2913095,40.17484,5761,15.764
5024238,295.29135,40.15881,4218,13.677
5024239,295.2913695,40.11934,6218,15.968
5024240,295.2914505,40.15156,5045,14.024
5024241,295.29153,40.19942,6313,16.33
5024242,295.2916635,40.124831,,13.898
5024243,295.29174,40.13717,6219,15.121
5024244,295.29228,40.16255,6127,16.065
5024245,295.2924195,40.188661,,17.492
5024246,295.2926355,40.142844,,18.302
5024247,295.29264,40.17884,5813,16.712
5024248,295.2928035,40.12587,,
5024249,295.292829,40.1957,6323,17.149
5024250,295.2930495,40.16038,6102,16.044
5024251,295.29318,40.17266,6274,16.022
5024252,295.293336,40.183308,,13.322
5024253,295.2933555,40.10675,,18.438
5024254,295.29336,40.11482,4978,13.898
5024255,295.2934095,40.19959,5743,17.506
5024256,295.29366,40.14586,4796,14.001
5024257,295.2937905,40.13503,6536,16.259
5024258,295.2938715,40.100258,,18.327
5024259,295.2940095,40.12814,5587,17.094
5024260,295.29441,40.17918,6399,15.891
5024261,295.29462,40.18044,5577,17.424
5024262,295.294656,40.10075,,18.239
5024263,295.29474,40.1127,5720,15.255
5024264,295.2949605,40.18294,6020,16.428
5024265,295.29525,40.14802,5507,15.764
5024266,295.295484,40.129664,,18.469
5024267,295.295781,40.1004,,18.928
5024268,295.2959505,40.18657,5044,11.359
5024269,295.2960255,40.152281,,18.376
5024270,295.296153,40.170378,,16.6
5024271,295.2962895,40.15895,5998,16.09
5024272,295.29648,40.19508,4716,11.31
5024273,295.2965205,40.17327,6465,15.998
5024274,295.2966945,40.1044,,18.491
5024275,295.29729,40.12599,6165,16.037
5024276,295.297455,40.175147,,17.955
5024277,295.2980145,40.150975,,18.386
5024278,295.298064,40.107361,,19.466
5024279,295.2984165,40.154753,,18.334
5024280,295.2985005,40.14277,6056,17.046
5024281,295.29864,40.13911,6396,15.861
5024282,295.2987,40.1046,,19.009
5024283,295.2988755,40.111106,,17.762
5024284,295.298889,40.16313,7907,13.053
5024285,295.2989205,40.12338,5512,15.364
5024286,295.2990465,40.121067,,17.438
5024287,295.2991395,40.17331,5847,14.68
5024288,295.29921,40.12089,5471,17.825
5024289,295.2994605,40.11524,5766,17.674
5024290,295.30005,40.14639,4768,15.279
5024291,295.3000695,40.17236,4732,15.742
5024292,295.30023,40.18335,6147,14.573
5024293,295.30041,40.18551,6349,15.798
5024294,295.3006605,40.19014,6285,14.503
5024295,295.3007205,40.16816,6230,15.531
5024296,295.3008,40.13546,5738,18.347
5024297,295.3010205,40.19274,4822,12.963
5024298,295.30122,40.1959,5998,14.917
5024299,295.3012785,40.119897,,18.81
5024300,295.301655,40.150781,,17.414
5024301,295.30212,40.16503,6459,15.704
5024302,295.3024995,40.15976,5486,16.927
5024303,295.302519,40.152906,,17.891
5024304,295.3027695,40.17987,6437,16.34
5024305,295.30296,40.17624,5690,17.043
5024306,295.3030005,40.17804,4518,18.46
5024307,295.3031295,40.18812,5872,17.167
5024308,295.3032885,40.159367,,14.17
5024309,295.30332,40.1851,6182,16.561
5024310,295.3033605,40.11521,6077,14.909
5024311,295.3033725,40.168457,,
5024312,295.30341,40.1915,4977,13.588
5024313,295.30386,40.15881,6380,16.368
5024314,295.303875,40.137886,,18.407
5024315,295.304034,40.143722,,17.609
5024316,295.304106,40.119167,,18.525
5024317,295.30413,40.18307,6243,16.18
5024318,295.30425,40.16933,6274,15.551
5024319,295.3042665,40.107979,,
5024320,295.3044195,40.143603,,18.371
5024321,295.304772,40.114242,,17.33
5024322,295.304919,40.11161,4959,13.108
5024323,295.30506,40.17024,5504,17.39
5024324,295.3053,40.13221,5920,14.945
5024325,295.3058295,40.15526,6437,16.219
5024326,295.3058895,40.16745,5625,16.83
5024327,295.30605,40.19893,4977,12.809
5024328,295.30632,40.1276,5544,17.306
5024329,295.3066905,40.15943,5027,14.362
5024330,295.30671,40.18133,6165,15.355
5024331,295.307061,40.132219,,14.623
5024332,295.3071585,40.111872,,16.77
5024333,295.3071795,40.10044,6326,16.307
5024334,295.3072395,40.18291,6365,15.343
5024335,295.3073505,40.13094,5720,15.321
5024336,295.307544,40.111472,,16.42
5024337,295.3075905,40.18629,5969,16.623
5024338,295.3077165,40.132767,,
5024339,295.3077975,40.160075,,13.003
5024340,295.3080195,40.14892,6278,15.492
5024341,295.3081095,40.12177,5658,18.028
5024342,295.30812,40.11255,4975,15.673
5024343,295.308258,40.136281,,16.456
5024344,295.3083735,40.173206,,
5024345,295.3083885,40.103017,,18.943
5024346,295.3085295,40.1929,5991,14.878
5024347,295.3086195,40.130689,,18.431
5024348,295.3087905,40.1403,6251,15.837
5024349,295.308822,40.192042,,12.13
5024350,295.3090605,40.16054,6180,15.466
5024351,295.3094385,40.113017,,16.121
5024352,295.3094445,40.103044,,18.56
5024353,295.30959,40.19082,6045,14.83
5024354,295.30962,40.17001,6435,14.302
5024355,295.3096815,40.118641,,
5024356,295.30977,40.15006,5486,17.497
5024357,295.3098195,40.15567,6254,15.536
5024358,295.309839,40.119994,,19.042
5024359,295.3098645,40.147739,,19.93
5024360,295.309983,40.132428,,18.518
5024361,295.3100205,40.19554,6065,15.299
5024362,295.3100715,40.102786,,15.985
5024363,295.3101,40.16635,6194,15.048
5024364,295.3102005,40.1134,5831,16.98
5024365,295.3108695,40.15346,5963,14.759
5024366,295.31088,40.12588,5944,16.768
5024367,295.31097,40.14514,5346,16.731
5024368,295.3111905,40.16507,,
5024369,295.3113675,40.188236,,12.94
5024370,295.311504,40.183559,,
5024371,295.311597,40.144694,,14.221
5024372,295.3117605,40.19759,5949,14.564
5024373,295.31181,40.10726,5397,17.557
5024374,295.31211,40.13372,6149,17.053
5024375,295.312233,40.133228,,15.92
5024376,295.3123095,40.14436,5991,15.862
5024377,295.3123605,40.1326,5342,17.973
5024378,295.312389,40.107169,,17.68
5024379,295.312419,40.12621,5436,17.536
5024380,295.31256,40.16836,6023,15.238
